country,OECD,id,weight,sex,grade,computer,software,internet,addit_time_math,addit_time_science,parent_support,parent_status,want_best_grades,want_best_student,test_anxiety,enjoy_cooperation,sense_of_belonging,parent_support_emotional,HOMESCH,ENTUSE,ICTHOME,ICTSCH,wealth,parent_edu,learning_mins,escs_index,teacher_support_science,teacher_direct_science,inquiry_based_science,science_self_efficacy,math,reading,science,learning_hours,region
United States,Yes,84010543,559.9148,Female,10,Yes,Yes,Yes,5,3,Agree,Disagree,Agree,Disagree,-0.4331,0.9455,-0.2687,-0.889,NA,NA,NA,NA,0.7478,12,NA,-0.0329,1.4475,-2.4476,0.8818,2.3674,391.987,443.9985,386.3327,NA,N. America
United States,Yes,84007078,684.3726,Female,11,Yes,Yes,Yes,4,2,Strongly agree,Agree,Agree,Agree,0.5175,-0.2882,-0.4838,0.3838,NA,NA,NA,NA,1.0992,16,1700,1.2793,-1.4838,-0.8671,-0.3863,0.693,593.604,611.2875,599.471,28,N. America
United States,Yes,84009425,540.2093,Female,9,Yes,Yes,Yes,3,3,Strongly agree,Agree,Strongly agree,Strongly agree,1.8135,0.4252,-0.5917,-0.1676,NA,NA,NA,NA,-0.4068,16,NA,-0.418,-0.8046,0.2483,-0.6415,0.9743,411.3353,446.3364,394.1619,NA,N. America
United States,Yes,84009649,632.2759,Male,10,No,No,No,4,4,Disagree,Agree,Agree,Agree,1.0461,-0.8088,-0.7768,-1.523,NA,NA,NA,NA,-1.4539,9,975,-1.3961,0.9133,0.4505,-0.121,-1.0524,350.7717,395.5892,420.6315,16,N. America
United States,Yes,84003557,550.9441,Male,10,Yes,Yes,Yes,5,5,Strongly agree,Agree,Strongly agree,Strongly agree,1.1311,1.5899,-0.9306,0.5658,NA,NA,NA,NA,0.4802,16,1500,1.2047,1.4475,1.1203,1.3447,0.3155,489.7044,523.2333,515.6393,25,N. America
United States,Yes,84001107,323.7735,Female,11,No,No,No,3,3,Agree,Disagree,Disagree,Disagree,0.5209,-0.2882,-0.7104,-1.6136,NA,NA,NA,NA,-1.2023,3,360,-2.9582,0.3574,2.0781,-0.053,-1.4068,381.2205,390.8535,387.58389999999997,6,N. America
United States,Yes,84005365,687.7847,Male,10,Yes,No,Yes,6,6,Strongly agree,Disagree,Strongly agree,Strongly agree,-1.0356,1.5899,1.0676,1.0991,NA,NA,NA,NA,0.3543,14,1800,0.5336,1.4475,2.0781,1.816,3.2775,551.1288,581.1327,623.2459,30,N. America
United States,Yes,84006966,536.9294,Male,10,Yes,Yes,Yes,10,10,Strongly agree,Agree,Strongly agree,Strongly agree,-0.6871,-0.2882,-0.3381,1.0991,NA,NA,NA,NA,0.3582,16,1700,1.1402,1.4475,1.4501,1.9953,0.3155,607.6573,633.4219,649.8045,28,N. America
United States,Yes,84000677,444.6248,Male,10,Yes,Yes,Yes,6,6,Strongly agree,Agree,Agree,Disagree,0.0752,0.9455,0.3998,1.0991,NA,NA,NA,NA,1.4798,12,NA,-0.511,-0.1164,-0.6102,-0.2985,0.3155,424.099,406.61220000000003,409.102,NA,N. America
United States,Yes,84003861,800.8494,Female,11,Yes,Yes,Yes,0,2,Strongly agree,Strongly agree,Strongly agree,Agree,2.5493,-1.0551,0.0048,0.3838,NA,NA,NA,NA,-0.6679,12,NA,-1.0876,1.4475,0.5064,0.6235,0.3183,495.5606,587.7234,484.8248,NA,N. America
United States,Yes,84007515,574.4648,Male,10,Yes,Yes,Yes,NA,NA,Strongly agree,Strongly agree,Strongly agree,Agree,0.2495,-0.2882,-0.3381,0.4662,NA,NA,NA,NA,-0.7563,16,NA,-0.5996,NA,NA,NA,NA,413.5515,381.2323,439.3173,NA,N. America
United States,Yes,84001351,970.767,Male,10,Yes,Yes,Yes,4,4,Agree,Agree,Agree,Agree,-0.4331,-0.7876,-0.3381,-1.6136,NA,NA,NA,NA,0.2189,16,2000,1.2772,-0.1655,0.4505,-0.3049,0.3124,639.1371,624.7144,683.7846999999999,33,N. America
United States,Yes,84006207,756.6293,Female,9,Yes,Yes,Yes,NA,NA,Strongly agree,Strongly agree,Agree,Disagree,-0.308,0.5759,-1.0536,0.1018,NA,NA,NA,NA,-0.1896,14,1125,0.0298,-1.6482,-1.7704,-1.0799,-2.8303,481.3365,494.0605,460.902,19,N. America
United States,Yes,84002960,678.7343,Female,10,No,No,No,2,2,Strongly agree,Agree,Strongly agree,Strongly agree,0.2754,0.5759,-0.0099,0.1018,NA,NA,NA,NA,-1.3008,16,NA,-0.106,-2.043,-1.0299,-0.8687,NA,426.7941,457.7687,385.88870000000003,NA,N. America
United States,Yes,84001897,1890.579,Male,10,Yes,No,Yes,8,13,Agree,Agree,Strongly agree,Strongly agree,-0.6871,-0.2882,-0.3381,-0.889,NA,NA,NA,NA,1.4606,12,2000,0.1469,-1.0718,0.4505,NA,0.3155,487.61,458.6741,457.3146,33,N. America
United States,Yes,84007772,680.967,Male,10,Yes,No,Yes,4,4,Agree,Agree,Disagree,Disagree,-0.9024,-0.2882,0.6642,-0.4263,NA,NA,NA,NA,0.9166,16,1575,0.9491,0.8213,0.2564,0.0656,-0.5518,527.4134,569.5677000000001,549.4852,26,N. America
United States,Yes,84003396,499.8131,Male,10,Yes,No,Yes,NA,NA,Strongly agree,Agree,Strongly agree,Strongly agree,-0.0836,-0.2882,-0.0099,-0.2495,NA,NA,NA,NA,-0.1036,16,2250,-0.692,0.3758,-0.6102,-1.2753,-0.7068,479.75390000000004,461.94870000000003,488.4015,38,N. America
